name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Alexei Bogachev,Bogachev,alexei-bogachev,alexei-bogachev,-13.92,"retail, banking",Diversified,M,Russia,1488028803344,1012.9,1839,1839
Alfred Gantner,Gantner,alfred-gantner,no-pic,-13.295,private equity,Finance and Investments,M,Switzerland,1488028803344,1823.963,1166,1166
Alfred Oetker,Oetker,alfred-oetker,alfred-oetker,0,consumer goods,Fashion & Retail,M,Germany,1488028803343,1967.707,1069,1069
Allan Goldman,Goldman,allan-goldman,no-pic,0,real estate,Real Estate,M,United States,1488028803343,3027.465,668,668
Allan Gray,Gray,allan-gray,allan-gray,0,money management,Finance and Investments,M,South Africa,1488028803343,1906.591,1116,1116
Alvaro Saieh Bendeck,Saieh Bendeck,alvaro-saieh-bendeck,alvaro-saieh-bendeck,-1.555,banking,Finance and Investments,M,Chile,1488028803343,2481.762,847,847
Amy Goldman Fowler,Goldman Fowler,amy-goldman-fowler,no-pic-female,0,real estate,Real Estate,F,United States,1488028803343,3046.4,662,662
Amy Wyss,Wyss,amy-wyss,amy-wyss,0,medical equipment,Healthcare,F,United States,1488028803344,1849.35,1150,1150
Ana Maria Brescia Cafferata,Brescia Cafferata,ana-maria-brescia-cafferata,no-pic-female,0,"mining, banking",Diversified,F,Peru,1488028803344,1450,1421,1421
Ana Maria Marcondes Penido Sant'Anna,Marcondes Penido Sant'Anna,ana-maria-marcondes-penido-santanna,no-pic-female,6.193,toll roads,Construction & Engineering,F,Brazil,1488028803344,1484.775,1397,1397
Anand Burman,Burman,anand-burman-1,anand-burman-1,0,consumer goods,Food and Beverage,M,India,1488028803344,1411.061,1453,1453
Anand Mahindra,Mahindra,anand-mahindra,anand-mahindra,0,automobiles,Automotive,M,India,1488028803344,1317.887,1547,1547
Anas Sefrioui,Sefrioui,anas-sefrioui,anas-sefrioui,1.988,real estate,Real Estate,M,Morocco,1488028803344,1044.054,1810,1810
Anders Holch Povlsen,Povlsen,anders-holch-povlsen,anders-holch-povlsen,-10.202,fashion retail,Fashion & Retail,M,Denmark,1488028803343,6395.612,230,230
Andrea Reimann-Ciardelli,Reimann-Ciardelli,andrea-reimann-ciardelli,no-pic-female,0,consumer goods,Fashion & Retail,F,United States,1488028803344,1066,1786,1786
Andreas Halvorsen,Halvorsen,andreas-halvorsen,andreas-halvorsen,0,hedge funds,Finance and Investments,M,Norway,1488028803343,3135,635,635
Andrei Rappoport,Rappoport,andrei-rappoport,andrei-rappoport,0,investments,Finance and Investments,M,Russia,1488028803344,1119.773,1739,1739
Andres Santo Domingo,Santo Domingo,andres-santo-domingo,andres-santo-domingo,-11.4,beer,Food and Beverage,M,United States,1488028803343,4751.805,351,352
Andrew Currie,Currie,andrew-currie,no-pic,0,chemicals,Manufacturing,M,United Kingdom,1488028803343,3012.338,670,670
Andrew & Peggy Cherng,Cherng,andrew-peggy-cherng,andrew-peggy-cherng,-0.864,restaurants,Food and Beverage,,United States,1488028803343,3115.546,643,643
Aneel Bhusri,Bhusri,aneel-bhusri,aneel-bhusri,15.153,business software,Technology,M,United States,1488028803344,1295.456,1564,1564
Anna Maria Braun,Braun,anna-maria-braun,no-pic-female,0,medical technology,Healthcare,F,Germany,1488028803344,1150.514,1701,1701
Anne Beaufour,Beaufour,anne-beaufour,no-pic-female,7.235,pharmaceuticals,Healthcare,F,France,1488028803343,2054.609,1018,1018
Anne Gittinger,Gittinger,anne-gittinger,no-pic-female,52.682,Nordstrom department stores,Fashion & Retail,F,United States,1488028803344,1241.268,1621,1621
Anthony Bamford & family,Bamford,anthony-bamford,anthony-bamford,0,construction equipment,Construction & Engineering,M,United Kingdom,1488028803343,2893.68,700,700
Anthony Langley,Langley,anthony-langley,anthony-langley,0,manufacturing,Diversified,M,United Kingdom,1488028803344,1450.493,1420,1420
Anthony Pratt,Pratt,anthony-pratt,anthony-pratt,0,manufacturing,Manufacturing,M,Australia,1488028803343,4445.122,391,391
Antonio Del Valle Ruiz & family,Del Valle Ruiz,antonio-del-valle-ruiz,antonio-del-valle-ruiz,3.641,chemicals,Manufacturing,M,Mexico,1488028803343,3097.411,648,648
Antony Ressler,Ressler,antony-ressler,antony-ressler,13.156,finance,Finance and Investments,M,United States,1488028803343,1931.473,1100,1100
Antti Aarnio-Wihuri,Aarnio-Wihuri,antti-aarnio-wihuri,no-pic,-18.796,diversified,Diversified,M,Finland,1488028803343,1932.468,1097,1097
Ao Xiaoqiang,Ao,ao-xiaoqiang,no-pic,4.926,electrical equipment,Manufacturing,M,China,1488028803344,1025.299,1831,1831
Aristotelis Mistakidis,Mistakidis,aristotelis-mistakidis,no-pic,-21.754,"mining, commodities",Metals & Mining,M,Greece,1488028803343,2182.558,960,960
Arkady Volozh,Volozh,arkady-volozh,arkady-volozh,-5.513,search engine,Media & Entertainment,M,Russia,1488028803344,1038.56,1818,1818
Arthur Irving,Irving,arthur-irving,arthur-irving,0,oil,Energy,M,Canada,1488028803343,4495.817,383,383
Asok Kumar Hiranandani,Hiranandani,asok-kumar-hiranandani,asok-kumar-hiranandani,0,real estate,Real Estate,M,Singapore,1488028803344,1228.995,1633,1633
August Oetker,Oetker,august-oetker,august-oetker,0,consumer goods,Fashion & Retail,M,Germany,1488028803343,1967.707,1069,1070
Augusto & Giorgio Perfetti,Perfetti,augusto-giorgio-perfetti,no-pic,0,candy,Food and Beverage,M,Italy,1488028803343,5814.146,264,264
Azad Moopen,Moopen,azad-moopen,azad-moopen,0,healthcare,Healthcare,M,India,1488028803344,1026,1830,1830
Aziz Akhannouch & family,Akhannouch,aziz-akhannouch,aziz-akhannouch,-3.061,"petroleum, diversified",Diversified,M,Morocco,1488028803344,1549.123,1347,1347
B. Wayne Hughes Jr,Hughes,b-wayne-hughes-jr,b-wayne-hughes-jr,6.478,storage facilities,Real Estate,M,United States,1488028803344,1320.134,1546,1546
Bachtiar Karim & family,Karim,bachtiar-karim,no-pic,0,manufacturing,Manufacturing,M,Indonesia,1488028803344,1204.059,1659,1659
Balkrishan Goenka,Goenka,balkrishan-goenka,balkrishan-goenka,0,textiles,Manufacturing,M,India,1488028803344,1397.693,1464,1464
Beate Heister & Karl Albrecht Jr.,Albrecht Jr.,beate-heister-karl-albrecht-jr,no-pic,0,supermarkets,Fashion & Retail,,Germany,1488028803343,26780.98,26,26
Beda Diethelm,Diethelm,beda-diethelm,no-pic,1.323,hearing aids,Healthcare,M,Switzerland,1488028803344,1055.333,1798,1798
Ben Silbermann,Silbermann,ben-silbermann,ben-silbermann,0,Pinterest,Technology,M,United States,1488028803344,1570,1334,1334
Benjamin de Rothschild,de Rothschild,benjamin-de-rothschild,benjamin-de-rothschild,-7.795,banking,Finance and Investments,M,Switzerland,1488028803344,1496.334,1385,1385
Benu Gopal Bangur,Bangur,benu-gopal-bangur,benu-gopal-bangur,0,cement,Manufacturing,M,India,1488028803343,5607.82,277,277
Bergit Douglas,Douglas,bergit-douglas,bergit-douglas,0,consumer goods,Food and Beverage,F,Germany,1488028803343,1967.707,1069,1071
Bernard Fraisse,Fraisse,bernard-fraisse,no-pic,0,pharmaceuticals,Healthcare,M,France,1488028803343,2315.63,909,909
Bernardo Matte,Matte,bernardo-matte,bernardo-matte,-23.782,paper,Manufacturing,M,Chile,1488028803343,2761.473,742,742
Bernd Freier,Freier,bernd-freier,bernd-freier,0,fashion retail,Fashion & Retail,M,Germany,1488028803344,1654.019,1263,1263
Bernhard Braun-Luedicke,Braun-Luedicke,bernhard-braun-luedicke,no-pic,0,medical technology,Healthcare,M,Germany,1488028803344,1340.642,1522,1522
Bertil Hult,Hult,bertil-hult,bertil-hult,0,education,Service,M,Sweden,1488028803343,4000,456,456
Bhadresh Shah,Shah,bhadresh-shah,bhadresh-shah,0,engineering,Manufacturing,M,India,1488028803344,1333.712,1535,1535
Bharat Desai,Desai,bharat-desai,bharat-desai,-13.092,IT consulting,Technology,M,United States,1488028803344,1029.432,1826,1826
Bill Adderley & family,Adderley,bill-adderley,no-pic,16.036,home furnishings,Fashion & Retail,M,United Kingdom,1488028803344,1238.921,1627,1627
Bill Alfond,Alfond,bill-alfond,no-pic,0.762,shoes,Fashion & Retail,M,United States,1488028803344,1439.74,1432,1432
Bill Haslam,Haslam,bill-haslam,bill-haslam,0,truck stops,Fashion & Retail,M,United States,1488028803343,2613.609,788,788
Billy Kan,Kan,billy-kan,billy-kan,-15.468,"finance, energy",Energy,M,Hong Kong,1488028803344,1029.487,1825,1825
Binod Chaudhary & family,Chaudhary,binod-chaudhary,binod-chaudhary,0,diversified,Diversified,M,Nepal,1488028803344,1303.307,1559,1559
Bob Ell,Ell,bob-ell,bob-ell,0,property,Construction & Engineering,M,Australia,1488028803344,1307.71,1557,1557
Bob Parsons,Parsons,bob-parsons,bob-parsons,15.45,web hosting,Technology,M,United States,1488028803343,2550.537,803,803
Bobby Murphy,Murphy,bobby-murphy,bobby-murphy,0,Snapchat,Technology,M,United States,1488028803343,4032,452,452
Boris Mints,Mints,boris-mints,boris-mints,-0.544,real estate,Real Estate,M,Russia,1488028803344,1342.791,1518,1518
Boris Rotenberg,Rotenberg,boris-rotenberg,boris-rotenberg,0,"construction, pipes, chemicals",Construction & Engineering,M,Russia,1488028803344,1032.231,1821,1821
B.R. Shetty,Shetty,br-shetty,br-shetty,-31.566,healthcare,Healthcare,M,India,1488028803343,2992.931,681,681
Brandt Louie,Louie,brandt-louie,brandt-louie,0,drugstores,Food and Beverage,M,Canada,1488028803343,1960.482,1080,1080
Brian Acton,Acton,brian-acton,brian-acton,2.942,WhatsApp,Technology,M,United States,1488028803343,5623.156,275,275
Brian Chesky,Chesky,brian-chesky,brian-chesky,0,Airbnb,Technology,M,United States,1488028803343,3800,495,495
Brian Higgins,Higgins,brian-higgins,no-pic,0,hedge funds,Finance and Investments,M,United States,1488028803344,1600,1300,1301
Brian Roberts,Roberts,brian-roberts,brian-roberts,9.692,Comcast,Service,M,United States,1488028803344,1708.558,1229,1229
Brian Sheth,Sheth,brian-sheth,brian-sheth,0,investments,Finance and Investments,M,United States,1488028803344,1100,1758,1758
Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,-3.348,electronics,Technology,M,Taiwan,1488028803344,1429.724,1440,1440
Bruce Nordstrom,Nordstrom,bruce-nordstrom,bruce-nordstrom,49.008,Nordstrom department stores,Fashion & Retail,M,United States,1488028803344,1184.537,1676,1676
Brunello Cucinelli & family,Cucinelli,brunello-cucinelli,brunello-cucinelli,-16.422,fashion,Fashion & Retail,M,Italy,1488028803344,983.618,1852,1852
Bruno Steinhoff,Steinhoff,bruno-steinhoff,no-pic,-17.634,furniture,Fashion & Retail,M,Germany,1488028803344,1169.257,1691,1691
Bryan Sheffield,Sheffield,bryan-sheffield,no-pic,-19.043,oil & gas,Energy,M,United States,1488028803344,1170.157,1690,1690
Bubba Cathy,Cathy,bubba-cathy,bubba-cathy,0,Chick-Fil-A,Food and Beverage,M,United States,1488028803343,3814.849,490,490
Bulat Utemuratov,Utemuratov,bulat-utemuratov,bulat-utemuratov,-3.089,"mining, banking, hotels",Metals & Mining,M,Kazakhstan,1488028803343,2384.021,887,887
Cai Dongqing,Cai,cai-dongqing-2,cai-dongqing-2,35.083,animation,Media & Entertainment,M,China,1488028803343,2001.296,1047,1047
Cai Kui,Cai,cai-kui,cai-kui,43.895,real estate,Real Estate,M,China,1488028803343,2871.978,708,708
Cao Kejian,Cao,cao-kejian,cao-kejian,5.217,air compressors,Manufacturing,M,China,1488028803344,1421.965,1444,1444
Cao Longxiang & family,Cao,cao-longxiang,no-pic,30.388,pharmaceuticals,Healthcare,M,China,1488028803343,2919.376,695,695
Cargill MacMillan III,MacMillan,cargill-macmillan-iii,no-pic,0,Cargill,Food and Beverage,M,United States,1488028803344,1239.254,1623,1623
Carl Bennet,Bennet,carl-bennet,no-pic,-36.026,investments,Finance and Investments,M,Sweden,1488028803343,2519.764,828,828
Carl Cook,Cook,carl-cook,carl-cook,0,medical devices,Healthcare,M,United States,1488028803343,7470.983,188,188
Carl Ferdinand Oetker,Oetker,carl-ferdinand-oetker,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1488028803343,1967.707,1069,1072
Carlo Fidani,Fidani,carlo-fidani,carlo-fidani,0,real estate,Real Estate,M,Canada,1488028803343,2041.549,1025,1025
Carlos Ardila Lülle,Ardila Lülle,carlos-ardila-lulle,carlos-ardila-lulle,0,"soft drinks, diversified",Food and Beverage,M,Colombia,1488028803343,2651.247,774,774
Carlos Hank Rhon,Hank Rhon,carlos-hank-rhon,carlos-hank-rhon,7.007,banking,Diversified,M,Mexico,1488028803343,1940.353,1094,1094
Carlos Rodriguez-Pastor,Rodriguez-Pastor,carlos-rodriguez-pastor,carlos-rodriguez-pastor,-18.588,finance,Finance and Investments,M,Peru,1488028803343,2687.77,760,760
Carlos Sanchez,Sanchez,carlos-sanchez,carlos-sanchez,0,generic drugs,Healthcare,M,Brazil,1488028803344,1787.778,1193,1193
Carol Jenkins Barnett,Barnett,carol-jenkins-barnett,no-pic-female,0,Publix supermarkets,Food and Beverage,F,United States,1488028803344,1671,1250,1250
Caroline Hagen Kjos,Hagen Kjos,caroline-hagen-kjos,caroline-hagen-kjos,-9.754,conglomerate,Diversified,F,Norway,1488028803343,2510.4,835,835
Carolus Nolet Sr,Nolet,carolus-nolet-sr,no-pic,-0.099,Ketel One vodka,Food and Beverage,M,Netherlands,1488028803343,2463.18,852,852
Carrie Perrodo & family,Perrodo,carrie-perrodo,carrie-perrodo,0,oil,Energy,F,France,1488028803343,6229.138,240,240
Catherine Lozick,Lozick,catherine-lozick,no-pic-female,0,valve manufacturing,Manufacturing,F,United States,1488028803344,1807.013,1176,1176
Chan Tan Ching-fen,Chan,chan-tan-ching-fen,no-pic-female,-19.434,real estate,Real Estate,F,Hong Kong,1488028803343,2273.408,932,932
Chanchai Ruayrungruang,Ruayrungruang,chanchai-ruayrungruang,chanchai-ruayrungruang,-0.941,real estate,Real Estate,M,China,1488028803343,2886.684,702,702
Chang Pyung-Soon,Chang,chang-pyung-soon,chang-pyung-soon,0,educational services,Service,M,South Korea,1488028803344,1489.243,1394,1394
Chang Yun Chung,Chang,chang-yun-chung,no-pic,-0.245,shipping,Logistics,M,Singapore,1488028803344,1799.181,1185,1185
Charles Cohen,Cohen,charles-cohen,no-pic,0,real estate,Real Estate,M,United States,1488028803343,2800,731,731
Charles Dunstone,Dunstone,charles-dunstone,charles-dunstone,28.905,mobile phones,Telecom,M,United Kingdom,1488028803344,1509.886,1374,1374
Charles Edelstenne,Edelstenne,charles-edelstenne,charles-edelstenne,-7.61,aviation,Manufacturing,M,France,1488028803344,1315.033,1551,1551
Charles Simonyi,Simonyi,charles-simonyi,charles-simonyi,0,Microsoft,Technology,M,United States,1488028803343,1954.018,1085,1085
Charles Zegar,Zegar,charles-zegar,no-pic,0,Bloomberg LP,Media & Entertainment,M,United States,1488028803344,1859.4,1140,1140
Charlotte Soderstrom,Soderstrom,charlotte-soderstrom,no-pic-female,-62.071,H&M,Fashion & Retail,F,Sweden,1488028803343,2109.058,991,991
Chase Coleman III,Coleman,chase-coleman-iii,chase-coleman-iii,0,hedge fund,Finance and Investments,M,United States,1488028803343,1920,1106,1106
Chen Bang,Chen,chen-bang,chen-bang,-20.758,hospitals,Healthcare,M,China,1488028803343,2140.163,974,974
Chen Baozhen,Chen,chen-baozhen,no-pic-female,0,internet services,Technology,F,China,1488028803344,1076.305,1780,1780
Chen Hua & family,Chen,chen-hua-1,chen-hua-1,-1.416,real estate,Real Estate,M,China,1488028803343,1927.796,1102,1102
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,2.766,manufacturing,Manufacturing,M,China,1488028803344,1022.644,1835,1835
Chen Lip Keong,Chen,chen-lip-keong,chen-lip-keong,-8.329,"casinos, property",Gambling & Casinos,M,Malaysia,1488028803344,1629.832,1282,1282
Chen Qingzhou & family,Chen,chen-qingzhou,no-pic,86.196,communications equipment,Telecom,M,China,1488028803344,1698.5,1235,1235
Chen Yung-Tai,Chen,chen-yung-tai,chen-yung-tai,-0.25,real estate,Real Estate,M,Taiwan,1488028803344,1765.878,1208,1208
Cheng Xianfeng,Cheng,cheng-xianfeng,no-pic,-46.271,pharmaceuticals,Healthcare,M,China,1488028803344,1205.851,1654,1654
Cheng Xue,Cheng,cheng-xue,no-pic-female,2.969,soy sauce,Food and Beverage,F,China,1488028803344,1114.983,1744,1744
Chey Ki-Won,Chey,chey-ki-won,chey-ki-won,-6.924,"computer services, telecom",Technology,F,South Korea,1488028803344,1028.905,1827,1827
Chin Jong Hwa,Chin,chin-jong-hwa,chin-jong-hwa,-34.258,auto parts,Automotive,M,Taiwan,1488028803344,1587.825,1319,1319
Chirayu Amin,Amin,chirayu-amin,chirayu-amin,0,pharmaceuticals,Healthcare,M,India,1488028803344,1073.975,1781,1781
Cho Jung-Ho,Cho,cho-jung-ho,cho-jung-ho,12.557,finance,Finance and Investments,M,South Korea,1488028803344,1098.473,1763,1763
Cho Yang-Rai,Cho,cho-yang-rai,cho-yang-rai,-0.613,tire manufacturing,Manufacturing,M,South Korea,1488028803344,1112.62,1746,1746
Choo Chong Ngen,Choo,choo-chong-ngen,choo-chong-ngen,0,hotels,Real Estate,M,Singapore,1488028803343,1996.152,1053,1053
Chris Sacca,Sacca,chris-sacca,chris-sacca,-0.182,venture capital investing,Finance and Investments,M,United States,1488028803344,1203.789,1660,1660
Christian Oetker,Oetker,christian-oetker,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1488028803343,1967.707,1069,1073
Christoph Henkel,Henkel,christoph-henkel,christoph-henkel,-10.727,consumer goods,Fashion & Retail,M,Germany,1488028803344,1800.618,1182,1182
Christoph Zeller,Zeller,christoph-zeller,no-pic,0,dental implants,Healthcare,M,Liechtenstein,1488028803343,2654.867,773,773
Christopher Hohn,Hohn,christopher-hohn,christopher-hohn,0,Hedge fund,Finance and Investments,M,United Kingdom,1488028803343,2070,1008,1008
Chu Jinfu,Chu,chu-jinfu,no-pic,5.4,electrical equipment,Manufacturing,M,China,1488028803344,1229.264,1632,1632
Chua Thian Poh,Chua,chua-thian-poh,chua-thian-poh,4.61,real estate,Real Estate,M,Singapore,1488028803344,1456.656,1416,1416
Chung Yong-Jin,Chung,chung-yong-jin,chung-yong-jin,-17.336,retail,Fashion & Retail,M,South Korea,1488028803344,1125.458,1735,1735
Ciputra & family,Ciputra,ciputra,ciputra,4.105,real estate,Real Estate,M,Indonesia,1488028803344,1582.534,1321,1321
Clemens Toennies,Toennies,clemens-toennies,clemens-toennies,0,meat processing,Food and Beverage,M,Germany,1488028803343,2396.709,882,882
Clement Fayat & family,Fayat,clement-fayat,no-pic,0,construction,Construction & Engineering,M,France,1488028803344,1853.099,1145,1145
Cui Lijie,Cui,cui-lijie,no-pic-female,12.014,gambling,Gambling & Casinos,F,Hong Kong,1488028803344,1674.022,1248,1248
D. Leopoldo Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,d-leopoldo-del-pino-y-calvo-sotelo,no-pic,-1.568,construction,Construction & Engineering,M,Spain,1488028803344,1055.221,1799,1799
Dagmar Dolby & family,Dolby,dagmar-dolby,dagmar-dolby,4.837,Dolby Laboratories,Technology,F,United States,1488028803343,3527.119,551,551
Daisy Igel,Igel,daisy-igel,no-pic-female,-19.305,"gas, petrochemicals",Energy,F,Brazil,1488028803344,1100.557,1755,1755
Dan Cathy,Cathy,dan-cathy,dan-cathy,0,Chick-Fil-A,Food and Beverage,M,United States,1488028803343,3814.849,490,491
Dan Friedkin,Friedkin,dan-friedkin,dan-friedkin,0,Toyota dealerships,Automotive,M,United States,1488028803343,3535.653,549,549
Dan Gertler,Gertler,dan-gertler,dan-gertler,0,mining,Metals & Mining,M,Israel,1488028803344,1215.5,1644,1644
Dan Olsson,Olsson,dan-olsson,dan-olsson,0,diversified,Diversified,M,Sweden,1488028803343,4898.605,338,338
Dan Wilks,Wilks,dan-wilks,dan-wilks,-1.708,natural gas,Energy,M,United States,1488028803344,1343.475,1514,1514
Daniel Gilbert,Gilbert,daniel-gilbert,daniel-gilbert,0,Quicken Loans,Finance and Investments,M,United States,1488028803343,5819.834,263,263
Daniel Loeb,Loeb,daniel-loeb,daniel-loeb,0.868,hedge funds,Finance and Investments,M,United States,1488028803343,2886.33,703,703
Daniel Mate,Mate,daniel-mate,no-pic,-22.126,"mining, commodities",Metals & Mining,M,Spain,1488028803343,2218.889,948,948
Daniel Roullier & family,Roullier,daniel-roullier,no-pic,0,animal feed,Food and Beverage,M,France,1488028803344,1709.367,1227,1227
Daniel Tsai,Tsai,daniel-tsai,daniel-tsai,-3.327,finance,Finance and Investments,M,Taiwan,1488028803343,3092.926,649,649
Daniel Tsai & family,Tsai,daniel-tsai-1,no-pic,-9.984,finance,Finance and Investments,M,Taiwan,1488028803343,8867.472,150,150
Dariusz Milek,Milek,dariusz-milek,no-pic,18.783,"real estate, retail",Fashion & Retail,M,Poland,1488028803344,1133.524,1727,1727
David Booth,Booth,david-booth,david-booth,0,mutual funds,Finance and Investments,M,United States,1488028803344,1600.849,1298,1298
David Consunji,Consunji,david-consunji,david-consunji,-57.164,construction,Construction & Engineering,M,Philippines,1488028803343,3107.599,646,646
David Einhorn,Einhorn,david-einhorn,david-einhorn,-4.065,hedge funds,Finance and Investments,M,United States,1488028803344,1541.989,1351,1351
David Harding,Harding,david-harding,david-harding,0,finance,Finance and Investments,M,United Kingdom,1488028803344,1550,1345,1345
David Hindawi,Hindawi,david-hindawi,no-pic,0,software,Technology,M,United States,1488028803344,1000,1847,1848
David Lichtenstein,Lichtenstein,david-lichtenstein,david-lichtenstein,0,real estate,Real Estate,M,United States,1488028803344,1458,1415,1415
David McMurtry,McMurtry,david-mcmurtry,no-pic,3.972,manufacturing,Manufacturing,M,United Kingdom,1488028803344,1060.941,1793,1793
David Penaloza Alanis,Penaloza Alanis,david-penaloza-alanis,no-pic,-29.682,toll roads,Construction & Engineering,M,Mexico,1488028803344,1199.2,1667,1667
David Siegel,Siegel,david-siegel-1,david-siegel-1,0,hedge funds,Finance and Investments,M,United States,1488028803343,4820,345,345
David Teoh,Teoh,david-teoh,no-pic,-18.021,telecom,Telecom,M,Australia,1488028803344,1585.704,1320,1320
David Walentas,Walentas,david-walentas,david-walentas,0,real estate,Real Estate,M,United States,1488028803343,1969,1068,1068
Denise Coates,Coates,denise-coates,denise-coates,0,online gambling,Gambling & Casinos,F,United Kingdom,1488028803343,3712.329,521,521
Denise York,York,denise-york,denise-york,0,San Francisco 49ers,Sports,F,United States,1488028803343,2368,896,896
Devendra Jain,Jain,devendra-jain,devendra-jain,0,chemicals,Manufacturing,M,India,1488028803344,1456.408,1418,1418
Diane Kemper,Kemper,diane-kemper,no-pic-female,0,real estate,Real Estate,F,United States,1488028803343,3035,666,666
Dieter Schaub,Schaub,dieter-schaub,no-pic,0,media,Media & Entertainment,M,Germany,1488028803344,1506.934,1376,1376
Dieter Schwarz,Schwarz,dieter-schwarz,no-pic,0,retail,Fashion & Retail,M,Germany,1488028803343,16992.64,54,54
Dietmar Hopp & family,Hopp,dietmar-hopp,dietmar-hopp,-71.198,software,Technology,M,Germany,1488028803343,9085.395,142,142
Dik Wessels,Wessels,dik-wessels,no-pic,0,"construction, engineering",Construction & Engineering,M,Netherlands,1488028803343,2278.481,931,931
Dirk Rossmann & family,Rossmann,dirk-rossmann,dirk-rossmann,-1.44,drugstores,Fashion & Retail,M,Germany,1488028803343,2543.871,812,812
Djoko Susanto,Susanto,djoko-susanto,djoko-susanto,0,supermarkets,Fashion & Retail,M,Indonesia,1488028803344,1332.556,1537,1537
Domenico Dolce,Dolce,domenico-dolce,domenico-dolce,0,luxury goods,Fashion & Retail,M,Italy,1488028803344,1212.142,1648,1648
Dominika & Sebastian Kulczyk,Kulczyk,dominika-sebastian-kulczyk,dominika-sebastian-kulczyk,-0.836,diversified,Finance and Investments,,Poland,1488028803343,3675.086,528,528
Don Gao,Gao,don-gao,no-pic,0,power tools,Manufacturing,M,China,1488028803344,1279.553,1588,1588
Don Hankey,Hankey,don-hankey,don-hankey,0,auto loans,Automotive,M,United States,1488028803343,2498,842,842
