name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Fatma Yazici,Yazici,fatma-yazici,no-pic-female,0,diversified,Diversified,F,Turkey,1488028803344,1062.184,1791,1791
Fawzi Al-Kharafi,Al-Kharafi,fawzi-al-kharafi,no-pic,0.058,diversified,Diversified,M,Kuwait,1488028803344,1280.098,1585,1585
Fayez Sarofim,Sarofim,fayez-sarofim,fayez-sarofim,-9.901,money management,Finance and Investments,M,United States,1488028803344,1548.75,1348,1348
Feng Hailiang,Feng,feng-hailiang,feng-hailiang,-71.564,"copper, real estate",Metals & Mining,M,China,1488028803343,2415.05,876,876
Fernando Roberto Moreira Salles,Moreira Salles,fernando-roberto-moreira-salles,no-pic,-11.021,"banking, minerals",Diversified,M,Brazil,1488028803343,3174.54,623,623
Fernando Roig,Roig,fernando-roig,fernando-roig,0,supermarkets,Fashion & Retail,M,Spain,1488028803344,1324.945,1541,1541
Filaret Galchev,Galchev,filaret-galchev,filaret-galchev,0,construction materials,Construction & Engineering,M,Russia,1488028803344,1294.356,1565,1565
Filiz Sahenk,Sahenk,filiz-sahenk,filiz-sahenk,-6.614,"bank, media",Finance and Investments,F,Turkey,1488028803343,1915.285,1108,1108
Finn Rausing,Rausing,finn-rausing,no-pic,0,packaging,Food and Beverage,M,Sweden,1488028803343,5901.468,254,254
Fiona Geminder,Geminder,fiona-geminder,fiona-geminder,5.269,packaging,Manufacturing,F,Australia,1488028803343,2615.264,787,787
Florentino Perez,Perez,florentino-perez,florentino-perez,-9.115,construction,Construction & Engineering,M,Spain,1488028803344,1758.971,1213,1213
Folorunsho Alakija,Alakija,folorunsho-alakija,folorunsho-alakija,0,oil,Energy,F,Nigeria,1488028803344,1617.668,1289,1289
Forrest Preston,Preston,forrest-preston,no-pic,0,health care,Healthcare,M,United States,1488028803344,1393.722,1474,1474
Francis Choi,Choi,francis-choi,francis-choi,-0.147,real estate,Real Estate,M,Hong Kong,1488028803343,5904.992,253,253
Frank Fertitta III,Fertitta,frank-fertitta-iii,frank-fertitta-iii,-7.718,"casinos, Ultimate Fighting Championship",Sports,M,United States,1488028803343,2001.551,1046,1046
Frank Stronach,Stronach,frank-stronach,frank-stronach,0,auto parts,Automotive,M,Canada,1488028803344,1467,1411,1411
Frank Wang,Wang,frank-wang,frank-wang,0,drones,Technology,M,China,1488028803343,3600,539,539
Fred Chang,Chang,fred-chang,no-pic,0,online retailing,Technology,M,United States,1488028803344,1000,1847,1849
Frederick Smith,Smith,frederick-smith,frederick-smith,37.509,FedEx,Logistics,M,United States,1488028803343,4338.908,407,407
Frederik Paulsen,Paulsen,frederik-paulsen,frederik-paulsen,0,health care,Healthcare,M,Sweden,1488028803343,6862.904,207,207
Fredrik Lundberg,Lundberg,fredrik-lundberg,fredrik-lundberg,-64.931,"real estate, investments",Real Estate,M,Sweden,1488028803343,4095.035,439,439
Friede Springer,Springer,friede-springer,friede-springer,-27.547,publishing,Media & Entertainment,F,Germany,1488028803343,3891.126,471,471
Friederike Braun-Luedicke,Braun-Luedicke,friederike-braun-luedicke,no-pic-female,0,medical technology,Healthcare,F,Germany,1488028803344,1340.642,1522,1524
Friedhelm Loh,Loh,friedhelm-loh,friedhelm-loh,0,manufacturing,Manufacturing,M,Germany,1488028803343,2658.617,771,771
Friedrich Knapp,Knapp,friedrich-knapp,friedrich-knapp,0,fashion retail,Fashion & Retail,M,Germany,1488028803344,1391.628,1477,1477
Frits Goldschmeding,Goldschmeding,frits-goldschmeding,frits-goldschmeding,-26.934,temp agency,Service,M,Netherlands,1488028803343,4373.402,401,401
Fritz Draexlmaier,Draexlmaier,fritz-draexlmaier,fritz-draexlmaier,0,auto parts,Automotive,M,Germany,1488028803344,1750.738,1218,1218
Fu Guangming & family,Fu,fu-guangming,fu-guangming,0.001,poultry,Food and Beverage,M,China,1488028803344,1493.458,1387,1387
Fu Kwan,Fu,fu-kwan,fu-kwan,0.978,"real estate, diversified",Diversified,M,China,1488028803344,1160.594,1698,1698
Fu Liquan & family,Fu,fu-liquan,no-pic,-21.506,surveillance equipment,Technology,M,China,1488028803343,2574.99,797,797
Fu Meicheng & family,Fu,fu-meicheng,fu-meicheng,19.372,"TV shows, movies",Media & Entertainment,M,China,1488028803344,1281.986,1583,1583
Gabe Newell,Newell,gabe-newell,gabe-newell,0,videogames,Gambling & Casinos,M,United States,1488028803343,4131,435,435
Gail Miller,Miller,gail-miller,gail-miller,0,"basketball, car dealers",Sports,F,United States,1488028803344,1752.94,1216,1216
Gao Dekang & family,Gao,gao-dekang,gao-dekang,-6.712,apparel,Fashion & Retail,M,China,1488028803344,1077.159,1777,1777
Gao Tianguo,Gao,gao-tianguo,no-pic,-43.943,"real estate, finance",Real Estate,M,China,1488028803343,2803.996,728,728
Garrett Camp,Camp,garrett-camp,garrett-camp,0,Uber Technologies,Technology,M,Canada,1488028803343,6300,235,235
Gary Fegel,Fegel,gary-fegel,gary-fegel,0,commodities trading,Metals & Mining,M,Switzerland,1488028803344,1200,1664,1665
Gary Michelson,Michelson,gary-michelson,gary-michelson,0,medical patents,Healthcare,M,United States,1488028803344,1700,1233,1233
Gary Rollins,Rollins,gary-rollins,no-pic,-26.211,pest control,Service,M,United States,1488028803343,3543.125,547,547
Gautam Adani,Adani,gautam-adani-1,no-pic,0,"commodities, ports",Diversified,M,India,1488028803343,5896.848,256,256
Gavril Yushvaev,Yushvaev,gavril-yushvaev,gavril-yushvaev,0,"precious metals, real estate",Finance and Investments,M,Russia,1488028803344,1174.023,1688,1688
Geng Jianming & family,Geng,geng-jianming,geng-jianming,-28.367,real estate,Real Estate,M,China,1488028803344,1798.727,1186,1186
Gennady Timchenko,Timchenko,gennady-timchenko,gennady-timchenko,50.7,"oil, gas",Energy,M,Russia,1488028803343,16400.47,57,57
Georg Schaeffler,Schaeffler,georg-schaeffler,georg-schaeffler,-234.212,automotive,Automotive,M,Germany,1488028803343,20792.426,37,37
Georg von Opel,von Opel,georg-von-opel,georg-von-opel,0,"real estate, investments",Finance and Investments,M,Germany,1488028803343,2000,1049,1049
George Argyros & family,Argyros,george-argyros,george-argyros,0.486,"real estate, investments",Real Estate,M,United States,1488028803343,2194.13,956,956
George Bishop,Bishop,george-bishop,no-pic,0,oil & gas,Energy,M,United States,1488028803343,2524,825,825
George Joseph,Joseph,george-joseph,george-joseph,-5.265,insurance,Finance and Investments,M,United States,1488028803344,1635.641,1275,1275
George Marcus,Marcus,george-marcus,no-pic,0.974,real estate,Real Estate,M,United States,1488028803344,1034.854,1819,1819
George Ty & family,Ty,george-ty,george-ty,-23.525,banking,Finance and Investments,M,Philippines,1488028803343,3526.851,552,552
Gerald Ford,Ford,gerald-ford,gerald-ford,-6.216,banking,Finance and Investments,M,United States,1488028803343,2312.719,911,911
Gerald Schwartz,Schwartz,gerald-schwartz,gerald-schwartz,4.516,finance,Finance and Investments,M,Canada,1488028803344,1788.115,1192,1192
German Khan,Khan,german-khan,german-khan,-47.529,"oil, banking, telecom",Energy,M,Russia,1488028803343,9254.349,141,141
Gerry Harvey,Harvey,gerry-harvey,gerry-harvey,-21.527,retail,Fashion & Retail,M,Australia,1488028803344,1825.916,1163,1163
Gian Marco Moratti,Moratti,gian-marco-moratti,gian-marco-moratti,-0.494,oil refinery,Energy,M,Italy,1488028803344,1285.653,1576,1576
Gianluigi & Rafaela Aponte,Aponte,gianluigi-rafaela-aponte,gianluigi-rafaela-aponte,0,shipping,Logistics,,Switzerland,1488028803343,7498.806,186,186
Gilberto Benetton,Benetton,gilberto-benetton,gilberto-benetton,-9.368,"fashion retail, investments",Fashion & Retail,M,Italy,1488028803343,2633.951,781,782
Gilles Martin,Martin,gilles-martin,no-pic,-25.757,laboratory services,Healthcare,M,France,1488028803343,1904.326,1118,1118
Gina Rinehart,Rinehart,gina-rinehart,gina-rinehart,-0.118,mining,Metals & Mining,F,Australia,1488028803343,14727.549,72,72
Giuliana Benetton,Benetton,giuliana-benetton,giuliana-benetton,-9.368,"fashion retail, investments",Fashion & Retail,F,Italy,1488028803343,2633.951,781,783
Giuseppe De'Longhi,De'Longhi,giuseppe-delonghi,no-pic,46.034,coffee makers,Fashion & Retail,M,Italy,1488028803343,3792.427,500,500
Gleb Fetisov,Fetisov,gleb-fetisov,gleb-fetisov,0,investments,Telecom,M,Russia,1488028803344,1215,1645,1645
Glenn Dubin,Dubin,glenn-dubin,glenn-dubin,0,hedge funds,Finance and Investments,M,United States,1488028803343,2000,1049,1050
God Nisanov,Nisanov,god-nisanov,god-nisanov,0,real estate,Real Estate,M,Russia,1488028803343,2995.42,679,679
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,-22.541,paints,Manufacturing,M,Singapore,1488028803343,6607.859,219,219
Gong Hongjia & family,Gong,gong-hongjia,gong-hongjia,-115.151,investments,Finance and Investments,M,Hong Kong,1488028803343,5855.096,260,260
Gordon Wu,Wu,gordon-wu,gordon-wu,-0.076,real estate,Real Estate,M,Hong Kong,1488028803344,1079.882,1774,1774
Graeme Hart,Hart,graeme-hart,graeme-hart,0,investments,Finance and Investments,M,New Zealand,1488028803343,9560.396,137,137
Gu Wei,Gu,gu-wei,no-pic,7.757,consumer electronics,Manufacturing,M,China,1488028803344,1397.101,1466,1466
Gudrun Heine,Heine,gudrun-heine,no-pic-female,0,medical devices,Healthcare,F,Germany,1488028803343,2070.755,1006,1006
Guenter Herz & family,Herz,guenter-herz,no-pic,0,coffee,Finance and Investments,M,Germany,1488028803343,3484.8,561,562
Guenther Fielmann & family,Fielmann,guenther-fielmann,guenther-fielmann,10.199,optometry,Healthcare,M,Germany,1488028803343,5292.179,308,308
Guenther Lehmann,Lehmann,guenther-lehmann,no-pic,0,drug stores,Fashion & Retail,M,Germany,1488028803343,2428.027,871,871
Guido Barilla,Barilla,guido-barilla,guido-barilla,0,Barilla pasta,Food and Beverage,M,Italy,1488028803344,1334.746,1529,1530
Guo Guangchang,Guo,guo-guangchang,guo-guangchang,-34.667,conglomerate,Diversified,M,China,1488028803343,6426.287,229,229
Gustaf Douglas,Douglas,gustaf-douglas,gustaf-douglas,-40.556,investments,Diversified,M,Sweden,1488028803343,3296.169,596,596
Gustav Magnar Witzoe,Witzoe,gustav-magnar-witzoe,no-pic,8.306,fish farming,Food and Beverage,M,Norway,1488028803344,1601.949,1296,1296
Gustavo Denegri,Denegri,gustavo-denegri,gustavo-denegri,3.991,medical tests,Healthcare,M,Italy,1488028803344,1651.667,1265,1265
Guy Laliberte,Laliberte,guy-laliberte,guy-laliberte,0,Cirque du Soleil,Media & Entertainment,M,Canada,1488028803344,1367.856,1494,1494
Gwendolyn Sontheim Meyer,Meyer,gwendolyn-sontheim-meyer,no-pic-female,0,Cargill,Food and Beverage,F,United States,1488028803343,4334.067,408,408
H. Fisk Johnson,Johnson,h-fisk-johnson,h-fisk-johnson,-1.848,cleaning products,Manufacturing,M,United States,1488028803343,3811.996,492,492
H. Ross Perot Jr,Perot,h-ross-perot-jr,h-ross-perot-jr,0,real estate,Real Estate,M,United States,1488028803344,1600,1300,1302
Habil Khorakiwala,Khorakiwala,habil-khorakiwala,habil-khorakiwala,0,pharmaceuticals,Healthcare,M,India,1488028803344,1350.599,1509,1509
Hal Jackman,Jackman,hal-jackman,hal-jackman,-0.013,"insurance, investments",Finance and Investments,M,Canada,1488028803344,1397.068,1467,1467
Hamdi Ulukaya,Ulukaya,hamdi-ulukaya,hamdi-ulukaya,0,Chobani yogurt,Food and Beverage,M,Turkey,1488028803344,1692.83,1241,1241
Hamilton James,James,hamilton-james,hamilton-james,-8.261,investments,Finance and Investments,M,United States,1488028803344,1599.427,1305,1305
Han Chang-Woo & family,Han,han-chang-woo,han-chang-woo,0,pachinko parlors,Gambling & Casinos,M,Japan,1488028803343,3525.808,553,553
Han Tao,Han,han-tao,no-pic,8.804,electronics components,Manufacturing,M,China,1488028803344,1455.258,1419,1419
Hank & Doug Meijer,Meijer,hank-doug-meijer,hank-doug-meijer,0,supermarkets,Fashion & Retail,M,United States,1488028803343,7118.279,201,201
Hanni Toosbuy Kasprzak,Toosbuy Kasprzak,hanni-toosbuy-kasprzak,hanni-toosbuy-kasprzak,0,shoes,Fashion & Retail,F,Denmark,1488028803343,2461.951,853,853
Hans Georg Naeder,Naeder,hans-georg-naeder,hans-georg-naeder,0,prosthetics,Manufacturing,M,Germany,1488028803343,2192.564,958,958
Hans Melchers,Melchers,hans-melchers,hans-melchers,4.266,"chemicals, investments",Finance and Investments,M,Netherlands,1488028803343,2849,717,717
Hans Peter Wild,Wild,hans-peter-wild,hans-peter-wild,0,flavorings,Food and Beverage,M,Germany,1488028803343,2569.007,800,800
Hansjoerg Wyss,Wyss,hansjoerg-wyss,hansjoerg-wyss,-1.99,medical devices,Healthcare,M,Switzerland,1488028803343,5509.59,290,290
Harjo Sutanto,Sutanto,harjo-sutanto,no-pic,0,consumer goods,Fashion & Retail,M,Indonesia,1488028803344,1167.174,1693,1693
Harold Hamm & family,Hamm,harold-hamm,harold-hamm,-449.453,oil & gas,Energy,M,United States,1488028803343,12913.01,91,91
Harry Stine,Stine,harry-stine,harry-stine,-0.708,agriculture,Food and Beverage,M,United States,1488028803343,3488.168,560,560
Harry Triguboff,Triguboff,harry-triguboff,harry-triguboff,0,property,Real Estate,M,Australia,1488028803343,8754.237,153,153
Harsh Goenka,Goenka,harsh-goenka,harsh-goenka,0,diversified,Diversified,M,India,1488028803344,1688.871,1242,1242
Harsh Mariwala,Mariwala,harsh-mariwala,harsh-mariwala,0,consumer goods,Food and Beverage,M,India,1488028803344,1827.066,1161,1161
Hary Tanoesoedibjo,Tanoesoedibjo,hary-tanoesoedibjo,hary-tanoesoedibjo,-0.9,media,Media & Entertainment,M,Indonesia,1488028803344,1045.23,1809,1809
Hasmukh Chudgar,Chudgar,hasmukh-chudgar,no-pic,0,pharmaceuticals,Healthcare,M,India,1488028803343,2437.356,869,869
He Qiaonv & family,He,he-qiaonv,he-qiaonv,12.201,landscape architecture,Service,F,China,1488028803344,1822.976,1169,1169
He Xiangjian,He,he-xiangjian,he-xiangjian,-218.719,home appliances,Manufacturing,M,China,1488028803343,12310.294,103,103
He Yamin & family,He,he-yamin,no-pic,8.821,manufacturing,Manufacturing,M,China,1488028803344,1619.19,1288,1288
He Zhiping,He,he-zhiping,he-zhiping,-0.448,investments,Finance and Investments,M,China,1488028803344,1034.13,1820,1820
Hedda im Brahm Droege,Droege,hedda-im-brahm-droege,no-pic-female,0,consulting,Service,F,Germany,1488028803343,2115.242,985,985
Heidi Horten,Horten,heidi-horten,heidi-horten,0,retail,Fashion & Retail,F,Austria,1488028803343,2783.603,736,736
Heikki Kyostila,Kyostila,heikki-kyostila,no-pic,0,dental products,Healthcare,M,Finland,1488028803343,2137.485,976,976
Heinrich Deichmann & family,Deichmann,heinrich-deichmann,heinrich-deichmann,0,footwear,Fashion & Retail,M,Germany,1488028803343,7701.754,178,178
Heinz Hermann Thiele & family,Thiele,heinz-hermann-thiele,heinz-hermann-thiele,-6.203,brakes,Construction & Engineering,M,Germany,1488028803343,13004.723,89,89
Helen Johnson-Leipold,Johnson-Leipold,helen-johnson-leipold,helen-johnson-leipold,-1.848,cleaning products,Manufacturing,F,United States,1488028803343,3841.996,483,483
Helena Revoredo,Revoredo,helena-revoredo,helena-revoredo,-42.599,private security,Service,F,Spain,1488028803343,2131.503,978,978
Helmut Sohmen,Sohmen,helmut-sohmen,helmut-sohmen,-7.291,shipping,Logistics,M,Austria,1488028803344,1805.051,1177,1177
Heloise Waislitz,Waislitz,heloise-waislitz,heloise-waislitz,-4.063,packaging,Manufacturing,F,Australia,1488028803344,1827.249,1160,1160
Henadiy Boholyubov,Boholyubov,henadiy-boholyubov,henadiy-boholyubov,0,"banking, investments",Diversified,M,Ukraine,1488028803344,1392.463,1476,1476
Henri Beaufour,Beaufour,henri-beaufour,no-pic,7.235,pharmaceuticals,Healthcare,M,France,1488028803343,2054.609,1018,1019
Henry Engelhardt,Engelhardt,henry-engelhardt,henry-engelhardt,-10.671,insurance,Finance and Investments,M,United States,1488028803344,1077.065,1778,1778
Henry Swieca,Swieca,henry-swieca,henry-swieca,0,hedge funds,Finance and Investments,M,United States,1488028803344,1731.5,1223,1223
Herb Chambers,Chambers,herb-chambers,herb-chambers,0,car dealerships,Automotive,M,United States,1488028803344,1315.006,1552,1552
Herbert Kohler Jr & family,Kohler,herbert-kohler-jr,herbert-kohler-jr,0,plumbing fixtures,Manufacturing,M,United States,1488028803343,8028.196,171,171
Herbert Louis,Louis,herbert-louis,no-pic,0,cleaning products,Manufacturing,M,United States,1488028803343,3352.425,583,583
Herbert Simon,Simon,herbert-simon,herbert-simon,-5.857,real estate,Real Estate,M,United States,1488028803343,2866.281,711,711
Herman Langness,Langness,herman-langness,no-pic,0,food wholesale and retail,Food and Beverage,M,Germany,1488028803343,1992.865,1057,1057
Hideyuki Busujima,Busujima,hideyuki-busujima,no-pic,-8.2,pachinko machines,Gambling & Casinos,M,Japan,1488028803344,1163.987,1696,1696
Hilton Schlosberg,Schlosberg,hilton-schlosberg,no-pic,-39.719,energy drinks,Food and Beverage,M,United Kingdom,1488028803344,1436.111,1436,1436
Hinduja family,Hinduja,hinduja,hinduja,0,Hinduja Group,Diversified,M,United Kingdom,1488028803343,15321.623,67,67
Hiroshi Mikitani,Mikitani,hiroshi-mikitani,hiroshi-mikitani,87.915,online retail,Fashion & Retail,M,Japan,1488028803343,6276.991,237,237
Hong Piow Teh,Teh,hong-piow-teh,hong-piow-teh,-0.659,banking,Finance and Investments,M,Malaysia,1488028803343,4721.744,360,360
Hong Ra-Hee,Hong,hong-ra-hee,hong-ra-hee,-45.706,Samsung,Technology,F,South Korea,1488028803344,1859.961,1139,1139
Hong Seok-Joh,Hong,hong-seok-joh,hong-seok-joh,37.903,convenience stores,Fashion & Retail,M,South Korea,1488028803344,1628.383,1283,1283
Horst Julius Pudwill,Pudwill,horst-julius-pudwill,horst-julius-pudwill,-10.516,manufacturing,Manufacturing,M,Germany,1488028803344,1634.246,1277,1277
Horst Paulmann & family,Paulmann,horst-paulmann,horst-paulmann,-23.605,retail,Fashion & Retail,M,Chile,1488028803343,4760.976,349,349
Horst Wortmann,Wortmann,horst-wortmann,horst-wortmann,0,footwear,Fashion & Retail,M,Germany,1488028803343,2007.768,1041,1041
Hortensia Herrero,Herrero,hortensia-herrero,hortensia-herrero,0,supermarkets,Fashion & Retail,F,Spain,1488028803343,2794.95,735,735
Howard Jenkins,Jenkins,howard-jenkins,no-pic,0,Publix,Fashion & Retail,M,United States,1488028803344,1043,1812,1812
Howard Marks,Marks,howard-marks,howard-marks,-5.302,private equity,Finance and Investments,M,United States,1488028803343,1952.143,1086,1086
Howard Schultz,Schultz,howard-schultz,howard-schultz,-6.889,Starbucks,Food and Beverage,M,United States,1488028803343,3048.181,661,661
Hu Kaijun,Hu,hu-kaijun,no-pic,23.887,pharmaceuticals,Healthcare,M,China,1488028803344,1589.257,1316,1316
Hua Yong,Hua,hua-yong,no-pic,52.64,software,Technology,M,China,1488028803344,1094.428,1766,1766
Huang Bingwen,Huang,huang-bingwen,no-pic,0.618,cigarette packaging,Manufacturing,M,Australia,1488028803344,1023.651,1833,1833
Huang Chulong,Huang,huang-chulong,huang-chulong,0,real estate,Real Estate,M,Canada,1488028803344,1479.875,1402,1402
Huang Hongyun & family,Huang,huang-hongyun,huang-hongyun,-4.187,real estate,Real Estate,M,China,1488028803344,1841.776,1152,1152
Huang Li,Huang,huang-li-1,huang-li-1,4.84,imaging systems,Technology,M,China,1488028803344,1575.2,1328,1328
Huang Qiaoling,Huang,huang-qiaoling,huang-qiaoling,24.847,amusement parks,Media & Entertainment,M,China,1488028803344,1529.748,1362,1362
Huang Qisen,Huang,huang-qisen,huang-qisen,2.73,real estate,Real Estate,M,China,1488028803344,1206.865,1652,1652
Huang Rulun,Huang,huang-rulun,huang-rulun,0,real estate,Real Estate,M,China,1488028803343,3663.517,533,533
Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,0,real estate,Real Estate,M,Hong Kong,1488028803343,2762.672,740,740
Huang Wei,Huang,huang-wei,no-pic,-2.973,real estate,Real Estate,M,China,1488028803343,2698.672,758,758
Huang Wen Tsai,Huang,huang-wen-tsai,huang-wen-tsai,0,real estate,Real Estate,M,China,1488028803344,1403.001,1459,1459
Huang Wenji & family,Huang,huang-wenji,no-pic,-43.499,umbrellas,Manufacturing,M,China,1488028803344,1341.219,1520,1520
Huang Yi,Huang,huang-yi,no-pic,-2.086,auto distribution,Automotive,M,Hong Kong,1488028803344,1284.541,1578,1578
Huang Zhenda & family,Huang,huang-zhenda,huang-zhenda,0,construction,Construction & Engineering,M,China,1488028803344,1873.819,1129,1129
Hubertus Benteler,Benteler,hubertus-benteler,hubertus-benteler,0,auto parts,Automotive,M,Germany,1488028803343,1987.126,1059,1059
Hui Ka Yan,Hui,hui-ka-yan,hui-ka-yan,0,real estate,Real Estate,M,China,1488028803343,10341.04,129,129
Hui Lin Chit,Hui,hui-lin-chit,hui-lin-chit,-31.857,hygiene products,Manufacturing,M,China,1488028803343,2220.872,947,947
Hui Wing Mau,Hui,hui-wing-mau,hui-wing-mau,-16.682,real estate,Real Estate,M,Hong Kong,1488028803343,5496.417,293,293
Huo Qinghua,Huo,huo-qinghua,no-pic,0,coal,Energy,M,China,1488028803344,1538.954,1355,1355
Hur Young-In,Hur,hur-young-in,hur-young-in,5.627,"bakeries, fast food",Food and Beverage,M,South Korea,1488028803344,1600.302,1299,1299
Husain Djojonegoro & family,Djojonegoro,husain-djojonegoro,no-pic,0,consumer goods,Manufacturing,M,Indonesia,1488028803344,1165.506,1694,1694
Husnu Ozyegin,Ozyegin,husnu-ozyegin,husnu-ozyegin,0,"finance, diversified",Finance and Investments,M,Turkey,1488028803343,3061.024,656,656
Hussain Sajwani,Sajwani,hussain-sajwani,hussain-sajwani,0,real estate,Real Estate,M,United Arab Emirates,1488028803343,3755.574,511,511
Ian & Richard Livingstone,Livingstone,ian-richard-livingstone,no-pic,-0.993,real estate,Real Estate,M,United Kingdom,1488028803343,5928.983,251,251
Ian Wood & family,Wood,ian-wood,ian-wood,0.05,energy services,Energy,M,United Kingdom,1488028803344,1456.507,1417,1417
Idan Ofer,Ofer,idan-ofer,idan-ofer,-9.022,"drilling, shipping",Diversified,M,Israel,1488028803343,3082.55,653,653
Igor Altushkin,Altushkin,igor-altushkin,igor-altushkin,0,metals,Metals & Mining,M,Russia,1488028803343,2010.724,1040,1040
Igor Kesaev,Kesaev,igor-kesaev,igor-kesaev,2.644,"tobacco distribution, retail",Fashion & Retail,M,Russia,1488028803343,2457.989,854,854
Igor Makarov,Makarov,igor-makarov,igor-makarov,0,gas,Energy,M,Russia,1488028803343,2091,998,998
Igor Olenicoff,Olenicoff,igor-olenicoff,igor-olenicoff,0,real estate,Real Estate,M,United States,1488028803343,3726.16,514,514
Ihor Kolomoyskyy,Kolomoyskyy,ihor-kolomoyskyy,ihor-kolomoyskyy,-3.376,"banking, investments",Diversified,M,Ukraine,1488028803344,1100.445,1757,1757
Ilkka Herlin,Herlin,ilkka-herlin,ilkka-herlin,-10.502,"elevators, escalators",Manufacturing,M,Finland,1488028803344,1361.057,1499,1499
Ilona Herlin,Herlin,ilona-herlin,no-pic-female,-7.51,"elevators, escalators",Manufacturing,F,Finland,1488028803344,1228.609,1634,1634
Imogene Powers Johnson,Johnson,imogene-powers-johnson,imogene-powers-johnson,-1.848,cleaning products,Manufacturing,F,United States,1488028803343,3841.996,483,484
Ion Tiriac,Tiriac,ion-tiriac,ion-tiriac,0,"banking, insurance",Finance and Investments,M,Romania,1488028803344,1136.614,1724,1724
Ira Rennert,Rennert,ira-rennert,ira-rennert,0,investments,Finance and Investments,M,United States,1488028803343,4051,447,447
Iris Fontbona & family,Fontbona,iris-fontbona,no-pic-female,73.444,mining,Metals & Mining,F,Chile,1488028803343,13524.748,84,84
Isaac Perlmutter,Perlmutter,isaac-perlmutter,isaac-perlmutter,14.75,Marvel comics,Media & Entertainment,M,United States,1488028803343,4137.696,434,434
Isabel dos Santos,dos Santos,isabel-dos-santos,isabel-dos-santos,1.3,investments,Finance and Investments,F,Angola,1488028803343,3179.21,620,620
Isak Andic & family,Andic,isak-andic,isak-andic,-3.262,fashion retail,Fashion & Retail,M,Spain,1488028803343,2226.282,946,946
Iskander Makhmudov,Makhmudov,iskander-makhmudov,iskander-makhmudov,-0.636,"mining, metals, machinery",Metals & Mining,M,Russia,1488028803343,6480.506,226,226
Israel Englander,Englander,israel-englander,israel-englander,0,hedge funds,Finance and Investments,M,United States,1488028803343,5150,320,320
Issad Rebrab & family,Rebrab,issad-rebrab,issad-rebrab,0,food,Food and Beverage,M,Algeria,1488028803343,3059.51,657,657
Ivan Glasenberg,Glasenberg,ivan-glasenberg,ivan-glasenberg,-57.794,mining,Metals & Mining,M,Switzerland,1488028803343,5313.926,304,304
J. Christopher Flowers,Flowers,j-christopher-flowers,no-pic,-0.008,investments,Finance and Investments,M,United States,1488028803344,1182.089,1680,1680
J. Christopher Reyes,Reyes,j-christopher-reyes,j-christopher-reyes,0,food distribution,Food and Beverage,M,United States,1488028803343,4100.718,436,436
J. Joe Ricketts,Ricketts,j-joe-ricketts,j-joe-ricketts,-2.539,TD Ameritrade,Finance and Investments,M,United States,1488028803344,1834.098,1156,1156
J. Tomilson Hill,Hill,j-tomilson-hill,j-tomilson-hill,-4.769,investments,Finance and Investments,M,United States,1488028803344,1235.756,1630,1630
Jack Cowin,Cowin,jack-cowin,jack-cowin,-9.284,fast food,Food and Beverage,M,Australia,1488028803344,1705.664,1232,1232
Jack Dorsey,Dorsey,jack-dorsey,jack-dorsey,18.254,Twitter,Technology,M,United States,1488028803344,1469.319,1409,1409
Jack & Laura Dangermond,Dangermond,jack-laura-dangermond,no-pic,0,mapping software,Technology,,United States,1488028803343,4163.433,430,430
Jack Ma,Ma,jack-ma,jack-ma,99.333,e-commerce,Technology,M,China,1488028803343,28707.933,23,23
Jacky Xu,Xu,jacky-xu,no-pic,-6.521,apparel,Fashion & Retail,M,St. Kitts and Nevis,1488028803343,3081.292,654,654
Jacques D'Amours,D'Amours,jacques-damours,no-pic,-18.311,retail,Fashion & Retail,M,Canada,1488028803344,1595.584,1308,1308
Jacques Saade & family,Saade,jacques-saade,jacques-saade,0,shipping,Logistics,M,France,1488028803344,1863.963,1136,1136
Jaime Botin,Botin,jaime-botin-1,jaime-botin-1,-8.927,banking,Finance and Investments,M,Spain,1488028803344,1788.31,1191,1191
Jaime Gilinski Bacal,Gilinski Bacal,jaime-gilinski-bacal,jaime-gilinski-bacal,-2.675,banking,Finance and Investments,M,Colombia,1488028803343,3540.984,548,548
James Cargill II,Cargill,james-cargill-ii,no-pic,0,Cargill,Food and Beverage,M,United States,1488028803343,3928.103,465,466
James Chambers,Chambers,james-chambers,no-pic,0,media,Media & Entertainment,M,United States,1488028803343,8118.183,165,165
James Clark,Clark,james-clark,james-clark,0.03,"Netscape, investments",Technology,M,United States,1488028803343,2004.334,1044,1044
James Coulter,Coulter,james-coulter,james-coulter,0,private equity,Finance and Investments,M,United States,1488028803343,2110,988,988
James Dinan,Dinan,james-dinan,james-dinan,0,hedge funds,Finance and Investments,M,United States,1488028803344,1800,1183,1183
James Dyson,Dyson,james-dyson,james-dyson,0,vacuums,Manufacturing,M,United Kingdom,1488028803343,4232.001,419,419
James France,France,james-france,james-france,-3.421,"Nascar, racing",Sports,M,United States,1488028803343,1995.154,1054,1054
James Irsay,Irsay,james-irsay,james-irsay,0,Indianapolis Colts,Sports,M,United States,1488028803343,2520,827,827
