name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Airat Shaimiev,Shaimiev,airat-shaimiev,airat-shaimiev,5.876,54,"refinery, chemicals",Energy,M,Russia,1488028203332,1111.565,1748,1748
Ajay Kalsi,Kalsi,ajay-kalsi,ajay-kalsi,-20.876,56,oil & gas,Energy,M,India,1488028203332,1164.945,1695,1695
Albert Shigaboutdinov,Shigaboutdinov,albert-shigaboutdinov,albert-shigaboutdinov,5.997,62,"refinery, chemicals",Diversified,M,Russia,1488028203332,1050.303,1803,1803
Alberto Cortina,Cortina,alberto-cortina,alberto-cortina,-3.639,71,investments,Finance and Investments,M,Spain,1488028203332,1139.14,1720,1720
Alex Beard,Beard,alex-beard,alex-beard,-15.102,49,"mining, commodities",Metals & Mining,M,United Kingdom,1488028203332,1504.534,1379,1379
Alexandra Schoerghuber,Schoerghuber,alexandra-schoerghuber,no-pic-female,0,58,real estate,Real Estate,F,Germany,1488028203331,3493.677,558,558
Alexei Bogachev,Bogachev,alexei-bogachev,alexei-bogachev,-13.92,46,"retail, banking",Diversified,M,Russia,1488028203332,1012.9,1839,1839
Allan Goldman,Goldman,allan-goldman,no-pic,0,73,real estate,Real Estate,M,United States,1488028203331,3027.465,668,668
Aloke Lohia,Lohia,aloke-lohia,aloke-lohia,34.253,58,petrochemicals,Manufacturing,M,India,1488028203332,1697.848,1238,1238
Amy Goldman Fowler,Goldman Fowler,amy-goldman-fowler,no-pic-female,0,62,real estate,Real Estate,F,United States,1488028203331,3046.4,662,662
Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,ana-lucia-de-mattos-barretto-villela,no-pic-female,-17.244,43,banking,Finance and Investments,F,Brazil,1488028203332,1745.63,1220,1220
Ana Maria Marcondes Penido Sant'Anna,Marcondes Penido Sant'Anna,ana-maria-marcondes-penido-santanna,no-pic-female,6.193,61,toll roads,Construction & Engineering,F,Brazil,1488028203332,1484.775,1397,1397
Anas Sefrioui,Sefrioui,anas-sefrioui,anas-sefrioui,1.988,59,real estate,Real Estate,M,Morocco,1488028203332,1044.054,1810,1810
Andrei Molchanov,Molchanov,andrei-molchanov,andrei-molchanov,69.506,45,construction materials,Construction & Engineering,M,Russia,1488028203332,1361.572,1498,1498
Aneel Bhusri,Bhusri,aneel-bhusri,aneel-bhusri,15.153,51,business software,Technology,M,United States,1488028203332,1295.456,1564,1564
Antonio Luiz Seabra,Seabra,antonio-luiz-seabra,antonio-luiz-seabra,16.585,74,cosmetics,Fashion & Retail,M,Brazil,1488028203332,1331.213,1539,1539
Aristotelis Mistakidis,Mistakidis,aristotelis-mistakidis,no-pic,-21.754,55,"mining, commodities",Metals & Mining,M,Greece,1488028203331,2182.558,960,960
Arkady Volozh,Volozh,arkady-volozh,arkady-volozh,-5.513,53,search engine,Media & Entertainment,M,Russia,1488028203332,1038.56,1818,1818
Beda Diethelm,Diethelm,beda-diethelm,no-pic,1.323,76,hearing aids,Healthcare,M,Switzerland,1488028203332,1055.333,1798,1798
Bhadresh Shah,Shah,bhadresh-shah,bhadresh-shah,0,65,engineering,Manufacturing,M,India,1488028203332,1333.712,1535,1535
Bharat Desai,Desai,bharat-desai,bharat-desai,-13.092,64,IT consulting,Technology,M,United States,1488028203332,1029.432,1826,1826
Bill Adderley & family,Adderley,bill-adderley,no-pic,16.036,68,home furnishings,Fashion & Retail,M,United Kingdom,1488028203332,1238.921,1627,1627
Brunello Cucinelli & family,Cucinelli,brunello-cucinelli,brunello-cucinelli,-16.422,63,fashion,Fashion & Retail,M,Italy,1488028203332,983.618,1852,1852
Bryan Sheffield,Sheffield,bryan-sheffield,no-pic,-19.043,38,oil & gas,Energy,M,United States,1488028203332,1170.157,1690,1690
Charles Butt & family,Butt,charles-butt,charles-butt,0,79,supermarkets,Fashion & Retail,M,United States,1488028203331,10700,127,127
Charles Cadogan & family,Cadogan,charles-cadogan,no-pic,0,79,real estate,Real Estate,M,United Kingdom,1488028203331,6885.431,206,206
Charles Cohen,Cohen,charles-cohen,no-pic,0,65,real estate,Real Estate,M,United States,1488028203331,2800,731,731
Che Fengsheng,Che,che-fengsheng,che-fengsheng,4.683,54,pharmaceuticals,Healthcare,M,China,1488028203332,1492.377,1389,1389
Chen Lip Keong,Chen,chen-lip-keong,chen-lip-keong,-8.329,69,"casinos, property",Gambling & Casinos,M,Malaysia,1488028203332,1629.832,1282,1282
Cheung Yan,Cheung,cheung-yan,cheung-yan,-70.884,60,paper manufacturing,Manufacturing,F,China,1488028203332,1580.061,1322,1322
Chey Ki-Won,Chey,chey-ki-won,chey-ki-won,-6.924,52,"computer services, telecom",Technology,F,South Korea,1488028203332,1028.905,1827,1827
Chin Jong Hwa,Chin,chin-jong-hwa,chin-jong-hwa,-34.258,58,auto parts,Automotive,M,Taiwan,1488028203332,1587.825,1319,1319
Cho Yang-Rai,Cho,cho-yang-rai,cho-yang-rai,-0.613,79,tire manufacturing,Manufacturing,M,South Korea,1488028203332,1112.62,1746,1746
Chris Sacca,Sacca,chris-sacca,chris-sacca,-0.182,41,venture capital investing,Finance and Investments,M,United States,1488028203332,1203.789,1660,1660
Chu Jinfu,Chu,chu-jinfu,no-pic,5.4,59,electrical equipment,Manufacturing,M,China,1488028203332,1229.264,1632,1632
Chua Thian Poh,Chua,chua-thian-poh,chua-thian-poh,4.61,68,real estate,Real Estate,M,Singapore,1488028203332,1456.656,1416,1416
Chung Mong-Joon,Chung,chung-mong-joon,chung-mong-joon,-6.786,65,"shipbuilding, industrial machines",Manufacturing,M,South Korea,1488028203332,1225.053,1637,1637
Chung Yong-Jin,Chung,chung-yong-jin,chung-yong-jin,-17.336,48,retail,Fashion & Retail,M,South Korea,1488028203332,1125.458,1735,1735
Clayton Riddell,Riddell,clayton-riddell,no-pic,-43.811,79,oil & gas,Energy,M,Canada,1488028203332,1288.687,1572,1572
Daisy Igel,Igel,daisy-igel,no-pic-female,-19.305,89,"gas, petrochemicals",Energy,F,Brazil,1488028203332,1100.557,1755,1755
Daniel Mate,Mate,daniel-mate,no-pic,-22.126,53,"mining, commodities",Metals & Mining,M,Spain,1488028203331,2218.889,948,948
Daniel Tsai & family,Tsai,daniel-tsai-1,no-pic,-9.984,,finance,Finance and Investments,M,Taiwan,1488028203331,8867.472,150,150
Dariusz Milek,Milek,dariusz-milek,no-pic,18.783,49,"real estate, retail",Fashion & Retail,M,Poland,1488028203332,1133.524,1727,1727
David McMurtry,McMurtry,david-mcmurtry,no-pic,3.972,76,manufacturing,Manufacturing,M,United Kingdom,1488028203332,1060.941,1793,1793
Diane Kemper,Kemper,diane-kemper,no-pic-female,0,71,real estate,Real Estate,F,United States,1488028203331,3035,666,666
Dik Wessels,Wessels,dik-wessels,no-pic,0,71,"construction, engineering",Construction & Engineering,M,Netherlands,1488028203331,2278.481,931,931
Dulce Pugliese de Godoy Bueno,de Godoy Bueno,dulce-pugliese-de-godoy-bueno,no-pic-female,-4.852,69,"hospitals, health care",Healthcare,F,Brazil,1488028203332,1770.376,1205,1205
Eduardo Hochschild,Hochschild,eduardo-hochschild,eduardo-hochschild,-4.814,53,mining,Metals & Mining,M,Peru,1488028203332,1539.752,1354,1354
Edward Stack,Stack,edward-stack,edward-stack,16.015,62,Dick's Sporting Goods,Fashion & Retail,M,United States,1488028203332,1171.217,1689,1689
Elisabeth Badinter & family,Badinter,elisabeth-badinter,elisabeth-badinter,0.203,72,advertising,Media & Entertainment,F,France,1488028203332,1412.517,1451,1451
Eric Ya Shen,Shen,eric-ya-shen,no-pic,-27.225,46,online apparel retail,Technology,M,China,1488028203332,1079.4,1775,1775
Fawzi Al-Kharafi,Al-Kharafi,fawzi-al-kharafi,no-pic,0.058,,diversified,Diversified,M,Kuwait,1488028203332,1280.098,1585,1585
Gautam Adani,Adani,gautam-adani-1,no-pic,0,54,"commodities, ports",Diversified,M,India,1488028203331,5896.848,256,256
Gordon Wu,Wu,gordon-wu,gordon-wu,-0.076,81,real estate,Real Estate,M,Hong Kong,1488028203332,1079.882,1774,1774
Guenter Herz & family,Herz,guenter-herz,no-pic,0,76,coffee,Finance and Investments,M,Germany,1488028203331,3484.8,561,562
Harjo Sutanto,Sutanto,harjo-sutanto,no-pic,0,90,consumer goods,Fashion & Retail,M,Indonesia,1488028203332,1167.174,1693,1693
Hary Tanoesoedibjo,Tanoesoedibjo,hary-tanoesoedibjo,hary-tanoesoedibjo,-0.9,51,media,Media & Entertainment,M,Indonesia,1488028203332,1045.23,1809,1809
He Qiaonv & family,He,he-qiaonv,he-qiaonv,12.201,51,landscape architecture,Service,F,China,1488028203332,1822.976,1169,1169
Hedda im Brahm Droege,Droege,hedda-im-brahm-droege,no-pic-female,0,62,consulting,Service,F,Germany,1488028203331,2115.242,985,985
Herbert Louis,Louis,herbert-louis,no-pic,0,88,cleaning products,Manufacturing,M,United States,1488028203331,3352.425,583,583
Hong Piow Teh,Teh,hong-piow-teh,hong-piow-teh,-0.659,86,banking,Finance and Investments,M,Malaysia,1488028203331,4721.744,360,360
Huang Wen Tsai,Huang,huang-wen-tsai,huang-wen-tsai,0,63,real estate,Real Estate,M,China,1488028203332,1403.001,1459,1459
Huang Yi,Huang,huang-yi,no-pic,-2.086,55,auto distribution,Automotive,M,Hong Kong,1488028203332,1284.541,1578,1578
Jacky Xu,Xu,jacky-xu,no-pic,-6.521,45,apparel,Fashion & Retail,M,St. Kitts and Nevis,1488028203331,3081.292,654,654
Jane Goldman,Goldman,jane-goldman,no-pic-female,0,61,real estate,Real Estate,F,United States,1488028203331,3056.62,660,660
Jayme Garfinkel,Garfinkel,jayme-garfinkel,jayme-garfinkel,-14.077,71,insurance,Finance and Investments,M,Brazil,1488028203332,1546.198,1350,1350
Jen-Hsun Huang,Huang,jen-hsun-huang,jen-hsun-huang,23.012,54,semiconductors,Technology,M,United States,1488028203331,2575.266,795,795
Joao Alves de Queiroz Filho,Alves de Queiroz Filho,joao-alves-de-queiroz-filho,no-pic,1.653,64,consumer goods,Diversified,M,Brazil,1488028203332,1388.293,1480,1480
Johannes Kaercher,Kaercher,johannes-kaercher,no-pic,0,66,"vacuums, cleaning products",Manufacturing,M,Germany,1488028203332,1571.599,1332,1332
John Collison,Collison,john-collison,john-collison,0,26,Stripe,Technology,M,Ireland,1488028203332,1100,1758,1759
Jon Huntsman,Huntsman,jon-huntsman,jon-huntsman,1.036,79,chemicals,Manufacturing,M,United States,1488028203332,1047.538,1806,1806
Jose Isaac Peres & wife,Peres,jose-isaac-peres,jose-isaac-peres,-15.261,76,shopping malls,Real Estate,M,Brazil,1488028203332,1445.6,1426,1426
Jose Maria Aristrain,Aristrain,jose-maria-aristrain,no-pic,-5.315,54,steel,Metals & Mining,M,Spain,1488028203332,1061.686,1792,1792
Josephine Louis & family,Louis,josephine-louis,no-pic-female,0,86,cleaning products,Manufacturing,F,United States,1488028203331,3352.425,583,584
Juergen Blickle,Blickle,juergen-blickle,juergen-blickle,0,70,auto parts,Manufacturing,M,Germany,1488028203331,3665.118,531,531
K. Rai Sahi,Sahi,k-rai-sahi,k-rai-sahi,-2.648,70,real estate,Real Estate,M,Canada,1488028203332,1212.488,1647,1647
Kagemasa Kozuki,Kozuki,kagemasa-kozuki,kagemasa-kozuki,8.081,76,video games,Technology,M,Japan,1488028203332,1128.024,1730,1730
Kerry Stokes,Stokes,kerry-stokes,kerry-stokes,-76.413,76,"media, mining",Diversified,M,Australia,1488028203332,1913.294,1111,1111
Kiat Chiaravanont,Chiaravanont,kiat-chiaravanont,no-pic,-5.019,,food,Food and Beverage,M,Thailand,1488028203332,1492.333,1390,1390
Kin-man Yeung,Yeung,kin-man-yeung,no-pic,0,,electronics,Manufacturing,M,Hong Kong,1488028203331,4264.708,417,417
Kiran Mazumdar-Shaw,Mazumdar-Shaw,kiran-mazumdar-shaw,kiran-mazumdar-shaw,0,63,biotech,Healthcare,F,India,1488028203331,2183.382,959,959
Kostyantin Zhevago,Zhevago,kostyantin-zhevago,kostyantin-zhevago,-20.342,43,mining,Metals & Mining,M,Ukraine,1488028203332,1144.729,1712,1712
Lee Hae-Jin,Lee,lee-hae-jin,lee-hae-jin,-6.837,49,Internet portal,Technology,M,South Korea,1488028203332,1118.222,1740,1740
Len Ainsworth,Ainsworth,len-ainsworth,len-ainsworth,-3.903,93,betting machines,Gambling & Casinos,M,Australia,1488028203332,1068.989,1783,1783
Leonid Simanovsky,Simanovsky,leonid-simanovsky,leonid-simanovsky,3.461,67,investments,Finance and Investments,M,Russia,1488028203332,1276.651,1589,1589
Li Denghai,Li,li-denghai,li-denghai,17.775,67,seed production,Food and Beverage,M,China,1488028203332,1237.161,1628,1628
Li Yihai,Li,li-yihai,no-pic,0,54,pharmaceuticals,Healthcare,M,China,1488028203332,1023.643,1834,1834
Lia Maria Aguiar,Aguiar,lia-maria-aguiar,no-pic-female,-7.793,79,banking,Finance and Investments,F,Brazil,1488028203332,1137.102,1722,1722
Liang Zhaoxian,Liang,liang-zhaoxian,liang-zhaoxian,0,52,appliances,Manufacturing,M,China,1488028203332,1516.707,1370,1370
Lina Maria Aguiar,Aguiar,lina-maria-aguiar,lina-maria-aguiar,-4.995,79,banking,Finance and Investments,F,Brazil,1488028203332,1285.683,1575,1575
Liu Ming Chung,Liu,liu-ming-chung,liu-ming-chung,-67.351,54,paper manufacturing,Manufacturing,M,Brazil,1488028203332,1520.758,1365,1365
Liu Ming Hui,Liu,liu-ming-hui,liu-ming-hui,-10.288,54,natural gas distribution,Energy,M,China,1488028203332,1101.822,1752,1752
Liu Xuejing & family,Liu,liu-xuejing,liu-xuejing,0,66,"copper, poultry",Diversified,M,China,1488028203332,1363.597,1495,1495
Loretta Robinson & family,Robinson,loretta-robinson,no-pic-female,-77.236,77,cable tv,Media & Entertainment,F,Canada,1488028203331,6856.098,208,208
Lou Zhongfu & family,Lou,lou-zhongfu,lou-zhongfu,-3.032,63,real estate,Real Estate,M,China,1488028203332,1386.799,1481,1481
Malvinder & Shivinder Singh,Singh,malvinder-shivinder-singh,malvinder-shivinder-singh,0,,healthcare,Healthcare,M,India,1488028203332,1393.945,1473,1473
Mary & Douglas Perkins,Perkins,mary-douglas-perkins,mary-douglas-perkins,0,,retail,Fashion & Retail,,United Kingdom,1488028203332,1283.724,1579,1579
Maurizio Billi,Billi,maurizio-billi,no-pic,0,,generic drugs,Healthcare,M,Brazil,1488028203332,1352.018,1508,1508
Michael Klein,Klein,michael-klein,michael-klein,0,66,retail,Fashion & Retail,M,Brazil,1488028203332,1536.879,1356,1356
Mitchell Jacobson,Jacobson,mitchell-jacobson,mitchell-jacobson,-2.505,65,industrial equipment,Service,M,United States,1488028203332,1435.517,1438,1438
Mohannad Al-Kharafi,Al-Kharafi,mohannad-al-kharafi,no-pic,0.058,,diversified,Diversified,M,Kuwait,1488028203332,1280.098,1585,1586
Nevaldo Rocha & family,Rocha,nevaldo-rocha-1,nevaldo-rocha-1,20.195,87,retail,Fashion & Retail,M,Brazil,1488028203332,1316.813,1549,1549
Nick Caporella,Caporella,nick-caporella,no-pic,-13.698,81,beverages,Food and Beverage,M,United States,1488028203331,2347.757,902,902
Nikolai Buinov,Buinov,nikolai-buinov,no-pic,0,49,"oil, gas",Energy,M,Russia,1488028203331,2283.513,927,927
Oleg Tinkov,Tinkov,oleg-tinkov,oleg-tinkov,-9.774,49,banking,Finance and Investments,M,Russia,1488028203332,1205.593,1656,1656
Onsi Sawiris,Sawiris,onsi-sawiris,onsi-sawiris,-42.04,87,"construction, telecom",Construction & Engineering,M,Egypt,1488028203332,1149.858,1705,1705
Patricia Angelini Rossi,Angelini Rossi,patricia-angelini-rossi,patricia-angelini-rossi,1.982,62,"forestry, mining",Diversified,F,Chile,1488028203332,1261.596,1605,1605
Patrick Collison,Collison,patrick-collison,patrick-collison,0,28,Stripe,Technology,M,Ireland,1488028203332,1100,1758,1760
Pierre Castel & family,Castel,pierre-castel,pierre-castel,0,90,wine,Food and Beverage,M,France,1488028203331,10058.761,132,132
Qiu Jianping & family,Qiu,qiu-jianping,qiu-jianping,94.401,55,hand tools,Manufacturing,M,China,1488028203331,2585.843,792,792
Radik Shaimiev,Shaimiev,radik-shaimiev,radik-shaimiev,5.876,52,"refinery, chemicals",Energy,M,Russia,1488028203332,1116.466,1743,1743
Rajan Raheja & family,Raheja,rajan-raheja,rajan-raheja,-0.001,62,diversified,Diversified,M,India,1488028203331,2683.417,762,762
Richard Chang,Chang,richard-chang-1,richard-chang-1,5.236,70,"real estate, electronics",Real Estate,M,Taiwan,1488028203332,1058.935,1795,1795
Ron Sim,Sim,ron-sim,ron-sim,-0.634,58,retail,Fashion & Retail,M,Singapore,1488028203332,1147.065,1708,1708
Rubens Ometto Silveira Mello,Ometto Silveira Mello,rubens-ometto-silveira-mello,rubens-ometto-silveira-mello,-37.111,67,"sugar, ethanol",Energy,M,Brazil,1488028203332,1353.225,1506,1506
Rufino Vigil Gonzalez,Vigil Gonzalez,rufino-vigil-gonzalez,rufino-vigil-gonzalez,73.546,68,steel,Metals & Mining,M,Mexico,1488028203331,2174.322,964,964
Rustem Sulteev,Sulteev,rustem-sulteev,rustem-sulteev,5.997,63,"refinery, chemicals",Energy,M,Russia,1488028203332,1045.529,1808,1808
Sanjay Singal,Singal,sanjay-singal,sanjay-singal,0,57,steel,Manufacturing,M,India,1488028203332,1184.708,1675,1675
Sergei Katsiev,Katsiev,sergei-katsiev,sergei-katsiev,1.362,59,"retail, wholesale",Fashion & Retail,M,Russia,1488028203332,1073.886,1782,1782
Shishir Bajaj,Bajaj,shishir-bajaj,shishir-bajaj,0.001,69,consumer goods,Food and Beverage,M,India,1488028203332,1051.35,1802,1802
Shoji Uehara,Uehara,shoji-uehara,shoji-uehara,-18.294,89,pharmaceuticals,Healthcare,M,Japan,1488028203332,1067.147,1785,1785
Solomon Lew,Lew,solomon-lew,solomon-lew,-4.059,71,retail,Fashion & Retail,M,Australia,1488028203332,1219.143,1640,1640
Somphote Ahunai,Ahunai,somphote-ahunai,somphote-ahunai,-8.928,49,energy,Energy,M,Thailand,1488028203332,1134.416,1725,1725
Stephen Saad,Saad,stephen-saad,stephen-saad,0.747,52,pharmaceuticals,Healthcare,M,South Africa,1488028203332,1257.624,1610,1610
Steven Roth,Roth,steven-roth,steven-roth,0.358,75,real estate,Real Estate,M,United States,1488028203332,1127.674,1732,1732
Sun Shangchuan & family,Sun,sun-shangchuan,no-pic,0,53,electronics components,Technology,M,China,1488028203332,1267.623,1599,1599
Thomas Wu,Wu,thomas-wu,thomas-wu,0,66,finance,Finance and Investments,M,Taiwan,1488028203332,1125.696,1734,1734
Todd Christopher,Christopher,todd-christopher,no-pic,0,54,hair care products,Fashion & Retail,M,United States,1488028203331,2090.4,999,999
Tony Chen & family,Chen,tony-chen,tony-chen,-80.884,48,eletronics,Technology,M,Taiwan,1488028203331,2068.847,1009,1009
Tor Peterson,Peterson,tor-peterson,no-pic,-17.456,52,commodities,Metals & Mining,M,United States,1488028203332,1772.449,1203,1203
Tsai Ming-Kai,Tsai,tsai-ming-kai,tsai-ming-kai,-1.414,66,semiconductors,Technology,M,Taiwan,1488028203332,1059.833,1794,1794
Venugopal Dhoot,Dhoot,venugopal-dhoot,venugopal-dhoot,3.807,65,electronics,Manufacturing,M,India,1488028203332,1141.802,1714,1714
Vikas Oberoi,Oberoi,vikas-oberoi,vikas-oberoi,0,46,real estate,Real Estate,M,India,1488028203332,1531.723,1360,1360
Vincent McMahon,McMahon,vincent-mcmahon,vincent-mcmahon,3.535,71,wrestling,Sports,M,United States,1488028203332,1245.406,1617,1617
Vito Rodriguez Rodriguez,Rodriguez Rodriguez,vito-rodriguez-rodriguez,no-pic,0,78,processed milk,Diversified,M,Peru,1488028203332,1654.999,1262,1262
Wang Xicheng & family,Wang,wang-xicheng,no-pic,27.924,68,tires,Manufacturing,M,China,1488028203331,2860.631,713,713
Wang Yong,Wang,wang-yong,wang-yong,3.045,66,food sweeteners,Food and Beverage,M,China,1488028203332,1024.91,1832,1832
Yang Zhimao & family,Yang,yang-zhimao,no-pic,10.711,54,"utilities, real estate",Diversified,M,China,1488028203332,1189.312,1671,1671
Yuri Gushchin,Gushchin,yuri-gushchin,no-pic,0,72,"candy, real estate",Food and Beverage,M,Russia,1488028203332,1045.73,1807,1807
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,0,59,lighting installations,Technology,M,China,1488028203332,1064.925,1789,1789
Zhu Yicai,Zhu,zhu-yicai,zhu-yicai,5.419,52,"meat products, retailing",Diversified,M,China,1488028203332,1052.744,1801,1801
Ziyaudin Magomedov,Magomedov,ziyaudin-magomedov,ziyaudin-magomedov,-9.805,48,"port, gas",Energy,M,Russia,1488028203332,1412.934,1449,1449
Bill Gates,Gates,bill-gates,bill-gates,112.185,61,Microsoft,Technology,M,United States,1488028203331,86356.824,1,1
Amancio Ortega,Ortega,amancio-ortega,amancio-ortega,-508.929,80,Zara,Fashion and Retail,M,Spain,1488028203331,69481.877,4,4
Warren Buffett,Buffett,warren-buffett,warren-buffett,41.782,86,Berkshire Hathaway,Finance and Investments,M,United States,1488028203331,76253.948,2,2
Carlos Slim Helu,Slim Helu,carlos-slim-helu,carlos-slim-helu,-472.178,77,telecom,Telecom,M,Mexico,1488028203331,55297.646,6,6
Jeff Bezos,Bezos,jeff-bezos,jeff-bezos,-562.274,53,Amazon.com,Technology,M,United States,1488028203331,72816.198,3,3
Mark Zuckerberg,Zuckerberg,mark-zuckerberg,mark-zuckerberg,32.836,32,Facebook,Technology,M,United States,1488028203331,56750.367,5,5
Larry Ellison,Ellison,larry-ellison,larry-ellison,224.788,72,Oracle,Technology,M,United States,1488028203331,53436.294,7,7
Michael Bloomberg,Bloomberg,michael-bloomberg,michael-bloomberg,0,75,Bloomberg LP,Media & Entertainment,M,United States,1488028203331,47623.333,10,10
Charles Koch,Koch,charles-koch,charles-koch,0,81,diversified,Diversified,M,United States,1488028203331,48467.74,8,8
David Koch,Koch,david-koch,david-koch,0,76,diversified,Diversified,M,United States,1488028203331,48467.74,8,9
Liliane Bettencourt,Bettencourt,liliane-bettencourt,liliane-bettencourt,-265.544,94,L'Oreal,Fashion and Retail,F,France,1488028203331,39284.14,14,14
Larry Page,Page,larry-page,larry-page,-117.826,43,Google,Technology,M,United States,1488028203331,40736.54,12,12
Sergey Brin,Brin,sergey-brin,sergey-brin,-114.4,43,Google,Technology,M,United States,1488028203331,39806.785,13,13
Bernard Arnault,Arnault,bernard-arnault,bernard-arnault,-453.298,67,LVMH,Fashion and Retail,M,France,1488028203331,41913.003,11,11
Jim Walton,Walton,jim-walton,jim-walton,445.952,68,Wal-Mart,Fashion and Retail,M,United States,1488028203331,35527.206,16,16
Alice Walton,Walton,alice-walton,alice-walton,443.041,67,Wal-Mart,Fashion and Retail,F,United States,1488028203331,35336.043,17,17
S. Robson Walton,Walton,s-robson-walton,s-robson-walton,442.468,72,Wal-Mart,Fashion and Retail,M,United States,1488028203331,35579.501,15,15
Wang Jianlin,Wang,wang-jianlin,wang-jianlin,98.695,62,real estate,Real Estate,M,China,1488028203331,31323.9,19,19
Jorge Paulo Lemann,Lemann,jorge-paulo-lemann,jorge-paulo-lemann,-58.199,77,beer,Food and Beverage,M,Brazil,1488028203331,29167.444,22,22
Li Ka-shing,Li,li-ka-shing,li-ka-shing,112.805,88,diversified,Diversified,M,Hong Kong,1488028203331,31354.469,18,18
Beate Heister & Karl Albrecht Jr.,Albrecht Jr.,beate-heister-karl-albrecht-jr,no-pic,0,,supermarkets,Fashion and Retail,,Germany,1488028203331,26780.98,26,26
Sheldon Adelson,Adelson,sheldon-adelson,sheldon-adelson,172.805,83,casinos,"Gambling, Casinos",M,United States,1488028203331,30428.118,20,20
George Soros,Soros,george-soros,george-soros,0,86,hedge funds,Finance and Investments,M,United States,1488028203331,25200,31,31
Phil Knight,Knight,phil-knight,phil-knight,162.031,79,Nike,Fashion and Retail,M,United States,1488028203331,26625.061,27,27
David Thomson,Thomson,david-thomson,david-thomson,-137.488,59,media,Media & Entertainment,M,Canada,1488028203331,26216.671,28,28
Steve Ballmer,Ballmer,steve-ballmer,steve-ballmer,-1.353,60,Microsoft,Technology,M,United States,1488028203331,30016.317,21,21
"Forrest Mars, Jr.",Mars,forrest-mars-jr,forrest-mars-jr,,85,candy,Food and Beverage,M,United States,1471982635414,,,
Jacqueline Mars,Mars,jacqueline-mars,jacqueline-mars,0,77,candy,Food and Beverage,F,United States,1488028203331,27286.471,24,24
John Mars,Mars,john-mars,no-pic,0,81,candy,Food and Beverage,M,United States,1488028203331,27286.471,24,25
Maria Franca Fissolo,Fissolo,maria-franca-fissolo,maria-franca-fissolo,0,99,"Nutella, Chocolates",Food and Beverage,F,Italy,1488028203331,25318.766,30,30
Lee Shau Kee,Lee,lee-shau-kee,lee-shau-kee,-16.964,89,real estate,Real Estate,M,Hong Kong,1488028203331,24802.276,32,32
Stefan Persson,Persson,stefan-persson,stefan-persson,-374.257,69,H&M,Fashion and Retail,M,Sweden,1488028203331,19272.357,44,44
Jack Ma,Ma,jack-ma,jack-ma,99.333,52,e-commerce,Technology,M,China,1488028203331,28707.933,23,23
"Theo Albrecht, Jr.",Albrecht,theo-albrecht-jr,no-pic,0,66,"Aldi, Trader Joe's",Fashion and Retail,M,Germany,1488028203331,18584.681,46,46
Michael Dell,Dell,michael-dell,michael-dell,2.113,52,Dell,Technology,M,United States,1488028203331,20736.052,38,38
Mukesh Ambani,Ambani,mukesh-ambani,mukesh-ambani,0,59,"petrochemicals, oil & gas",Energy,M,India,1488028203331,25423.081,29,29
Leonardo Del Vecchio,Del Vecchio,leonardo-del-vecchio,leonardo-del-vecchio,17.943,81,eyeglasses,Fashion & Retail,M,Italy,1488028203331,17963.813,51,51
Susanne Klatten,Klatten,susanne-klatten,susanne-klatten,-222.347,54,"BMW, pharmaceuticals",Automotive,F,Germany,1488028203331,20202.894,40,40
Georg Schaeffler,Schaeffler,georg-schaeffler,georg-schaeffler,-234.212,52,automotive,Automotive,M,Germany,1488028203331,20792.426,37,37
Paul Allen,Allen,paul-allen,paul-allen,15.628,64,"Microsoft, investments",Technology,M,United States,1488028203331,19937.898,42,42
Prince Alwaleed Bin Talal Alsaud,Alsaud,prince-alwaleed-bin-talal-alsaud,prince-alwaleed-bin-talal-alsaud,-37.937,61,investments,Finance and Investments,M,Saudi Arabia,1488028203331,18359.463,47,47
Joseph Safra,Safra,joseph-safra,joseph-safra,-3.445,78,banking,Finance and Investments,M,Brazil,1488028203331,20509.579,39,39
Carl Icahn,Icahn,carl-icahn,carl-icahn,48.224,81,investments,Finance and Investments,M,United States,1488028203331,16486.702,56,56
Laurene Powell Jobs,Powell Jobs,laurene-powell-jobs,laurene-powell-jobs,66.699,53,"Apple, Disney",Technology,F,United States,1488028203331,20036.527,41,41
Dilip Shanghvi,Shanghvi,dilip-shanghvi,dilip-shanghvi,0,61,pharmaceuticals,Healthcare,M,India,1488028203331,13730.815,83,83
Ma Huateng,Ma,ma-huateng,ma-huateng,-383.951,45,internet services,Technology,M,China,1488028203331,24783.626,33,33
Dieter Schwarz,Schwarz,dieter-schwarz,no-pic,0,77,retail,Fashion and Retail,M,Germany,1488028203331,16992.64,54,54
Ray Dalio,Dalio,ray-dalio,ray-dalio,0,67,hedge funds,Finance and Investments,M,United States,1488028203331,16800,55,55
Stefan Quandt,Quandt,stefan-quandt,stefan-quandt,-242.022,50,BMW,Automotive,M,Germany,1488028203331,18122.039,49,49
James Simons,Simons,james-simons,james-simons,0,78,hedge funds,Finance and Investments,M,United States,1488028203331,18000,50,50
Aliko Dangote,Dangote,aliko-dangote,aliko-dangote,0,59,"cement, sugar, flour",Manufacturing,M,Nigeria,1488028203331,12176.717,109,109
